# left_edge,right_edge,count; x_origin=0; unit=V
-0.088400937107508071,-0.087135585018055281,1
-0.087135585018055281,-0.085870232928602491,0
-0.085870232928602491,-0.084604880839149701,0
-0.084604880839149701,-0.083339528749696912,0
-0.083339528749696912,-0.082074176660244122,0
-0.082074176660244122,-0.080808824570791332,1
-0.080808824570791332,-0.079543472481338542,0
-0.079543472481338542,-0.078278120391885753,0
-0.078278120391885753,-0.077012768302432963,1
-0.077012768302432963,-0.075747416212980173,0
-0.075747416212980173,-0.074482064123527369,0
-0.074482064123527369,-0.073216712034074594,0
-0.073216712034074594,-0.07195135994462179,0
-0.07195135994462179,-0.070686007855169,0
-0.070686007855169,-0.06942065576571621,1
-0.06942065576571621,-0.068155303676263421,0
-0.068155303676263421,-0.066889951586810631,2
-0.066889951586810631,-0.065624599497357841,0
-0.065624599497357841,-0.064359247407905051,2
-0.064359247407905051,-0.063093895318452262,1
-0.063093895318452262,-0.061828543228999472,4
-0.061828543228999472,-0.060563191139546682,1
-0.060563191139546682,-0.059297839050093892,2
-0.059297839050093892,-0.058032486960641103,1
-0.058032486960641103,-0.056767134871188313,0
-0.056767134871188313,-0.055501782781735523,2
-0.055501782781735523,-0.054236430692282726,3
-0.054236430692282726,-0.052971078602829937,1
-0.052971078602829937,-0.051705726513377147,0
-0.051705726513377147,-0.050440374423924357,0
-0.050440374423924357,-0.049175022334471567,2
-0.049175022334471567,-0.047909670245018778,1
-0.047909670245018778,-0.046644318155565988,3
-0.046644318155565988,-0.045378966066113198,0
-0.045378966066113198,-0.044113613976660408,1
-0.044113613976660408,-0.042848261887207618,4
-0.042848261887207618,-0.041582909797754829,1
-0.041582909797754829,-0.040317557708302032,0
-0.040317557708302032,-0.039052205618849242,1
-0.039052205618849242,-0.037786853529396452,2
-0.037786853529396452,-0.036521501439943663,1
-0.036521501439943663,-0.035256149350490873,2
-0.035256149350490873,-0.033990797261038083,2
-0.033990797261038083,-0.032725445171585293,2
-0.032725445171585293,-0.031460093082132504,1
-0.031460093082132504,-0.030194740992679714,1
-0.030194740992679714,-0.028929388903226924,4
-0.028929388903226924,-0.027664036813774134,2
-0.027664036813774134,-0.026398684724321338,2
-0.026398684724321338,-0.025133332634868555,3
-0.025133332634868555,-0.023867980545415765,2
-0.023867980545415765,-0.022602628455962975,2
-0.022602628455962975,-0.021337276366510186,4
-0.021337276366510186,-0.020071924277057382,0
-0.020071924277057382,-0.018806572187604592,4
-0.018806572187604592,-0.017541220098151802,0
-0.017541220098151802,-0.016275868008699013,0
-0.016275868008699013,-0.015010515919246223,1
-0.015010515919246223,-0.013745163829793433,5
-0.013745163829793433,-0.012479811740340643,5
-0.012479811740340643,-0.011214459650887854,3
-0.011214459650887854,-0.0099491075614350638,3
-0.0099491075614350638,-0.008683755471982274,13
-0.008683755471982274,-0.0074184033825294843,34
-0.0074184033825294843,-0.0061530512930766945,70
-0.0061530512930766945,-0.0048876992036239048,76
-0.0048876992036239048,-0.003622347114171115,112
-0.003622347114171115,-0.0023569950247183252,156
-0.0023569950247183252,-0.0010916429352655355,155
-0.0010916429352655355,0.0001737091541872543,149916
0.0001737091541872543,0.0014390612436400441,26048
0.0014390612436400441,0.0027044133330928338,9229
0.0027044133330928338,0.0039697654225456236,4483
0.0039697654225456236,0.0052351175119984134,1091
0.0052351175119984134,0.006500469601451217,164
0.006500469601451217,0.0077658216909040068,133
0.0077658216909040068,0.0090311737803567965,146
0.0090311737803567965,0.010296525869809586,111
0.010296525869809586,0.011561877959262376,98
0.011561877959262376,0.012827230048715166,87
0.012827230048715166,0.014092582138167956,65
0.014092582138167956,0.015357934227620745,41
0.015357934227620745,0.016623286317073535,40
0.016623286317073535,0.017888638406526325,30
0.017888638406526325,0.019153990495979115,31
0.019153990495979115,0.020419342585431904,21
0.020419342585431904,0.021684694674884694,14
0.021684694674884694,0.022950046764337484,12
0.022950046764337484,0.024215398853790274,4
0.024215398853790274,0.025480750943243063,3
0.025480750943243063,0.026746103032695853,5
0.026746103032695853,0.028011455122148643,4
0.028011455122148643,0.029276807211601433,4
0.029276807211601433,0.030542159301054222,4
0.030542159301054222,0.031807511390507012,2
0.031807511390507012,0.033072863479959802,0
0.033072863479959802,0.034338215569412606,0
0.034338215569412606,0.035603567658865395,0
0.035603567658865395,0.036868919748318185,0
0.036868919748318185,0.038134271837770961,1
